model_id,brand_name,model_name,model_slug,category,thumbnail_url,engine_cc,horsepower_bhp,torque_nm,top_speed_kmh,mileage_kmpl,price_inr,price_usd,weight_kg,fuel_tank_liters
2fb1dee429c54cc28adaff5e2f0f77d3,Bajaj,Avenger Cruise 220,avenger-cruise-220,CRUISER,/static/images/bajaj_avenger_cruise_220.png,220.0,19.0,17.5,120.0,35.0,143000.0,,165.0,13.0
3c7267d9fc414b4c87fd115f2eb11434,Bajaj,CT 125X,ct-125x,COMMUTER,/static/images/bajaj_ct_125x.png,124.0,10.9,11.0,98.0,55.0,74000.0,,165.0,11.0
4f56f210e2884a129d0d9971a03fb100,Bajaj,Chetak Premium EV,chetak-premium-ev,ELECTRIC,/static/images/bajaj_chetak_premium_ev.png,0.0,5.7,16.0,73.0,126.0,115000.0,,165.0,3.2
c8c6f0762b6f467a900647b6ceef3d30,Bajaj,Dominar 250,dominar-250,TOURER,/static/images/bajaj_dominar_250.png,248.0,27.0,23.5,132.0,32.0,184000.0,,165.0,13.0
ff49bb2e5e164c1181dcd4a2894364d6,Bajaj,Dominar 400,dominar-400,TOURER,/static/images/bajaj_dominar_400.png,373.0,40.0,35.0,155.0,27.0,230000.0,,165.0,13.0
fbb067b032264bf29de69b7433f3c23e,Bajaj,Freedom 125 CNG,freedom-125-cng,COMMUTER,/static/images/bajaj_freedom_125_cng.png,125.0,9.5,9.7,93.0,65.0,95000.0,,165.0,2.0
6f67120426d941cda0ca739381a21077,Bajaj,Pulsar 220F,pulsar-220f,NAKED,/static/images/bajaj_pulsar_220f.png,220.0,20.4,18.5,134.0,38.0,140000.0,,165.0,15.0
4ab92e8e2259447aa30cf9adee754f24,Bajaj,Pulsar N160,pulsar-n160,NAKED,/static/images/bajaj_pulsar_n160.png,164.0,16.0,14.65,120.0,45.0,130000.0,,165.0,14.0
20d40657d9b04d1cb01651869499bfd3,Bajaj,Pulsar N250,pulsar-n250,NAKED,/static/images/bajaj_pulsar_n250.png,249.0,24.5,21.5,132.0,35.0,150000.0,,165.0,14.0
03613ea5402e4c51a69917333b970138,Bajaj,Pulsar NS125,pulsar-ns125,NAKED,/static/images/bajaj_pulsar_ns125.png,124.0,12.0,11.0,110.0,50.0,105000.0,,165.0,12.0
245d1c8be8cf41aa94a6eb695b77ce8c,Bajaj,Pulsar NS160,pulsar-ns160,NAKED,/static/images/bajaj_pulsar_ns160.png,160.0,17.2,14.6,120.0,42.0,137000.0,,165.0,12.0
c0ed063e57734aab966de6487f163d91,Bajaj,Pulsar NS200,pulsar-ns200,NAKED,/static/images/bajaj_pulsar_ns200.png,199.0,24.5,18.7,136.0,35.0,149000.0,,165.0,12.0
cfec18e7472e4c678342546328968eb5,Benelli,502C Cruiser,502c-cruiser,CRUISER,/static/images/benelli_502c_cruiser.png,500.0,47.5,45.0,160.0,25.0,585000.0,,165.0,21.0
af8c63308bc744f9bfd03e20512dbb14,Benelli,Imperiale 400,imperiale-400,CRUISER,/static/images/benelli_imperiale_400.png,374.0,21.0,29.0,120.0,32.0,235000.0,,165.0,12.0
cd590b2a38eb4dc884152e1212c78042,Benelli,Leoncino 500,leoncino-500,SCRAMBLER,/static/images/benelli_leoncino_500.png,500.0,47.5,46.0,160.0,25.0,560000.0,,165.0,12.7
9b94c104747a43a29e50c8b28d77babe,Benelli,TNT 600i Inline 4,tnt-600i-inline-4,NAKED,/static/images/benelli_tnt_600i_inline_4.png,600.0,85.0,54.6,220.0,22.0,700000.0,,165.0,15.0
cc3b31288ea845d986997e8923c7030c,Benelli,TRK 502X,trk-502x,ADVENTURE,/static/images/benelli_trk_502x.png,500.0,47.5,46.0,160.0,25.0,635000.0,,165.0,20.0
6136e03312754e4bb0f63cdf7d2d5615,Beta,EVO 300 Trial,evo-300-trial,NAKED,/static/images/beta_evo_300_trial.png,299.0,28.0,32.0,90.0,30.0,650000.0,,165.0,2.8
75ce9633a0ce48f08921503d3b1220bb,Beta,RR 390 4T,rr-390-4t,DIRT,/static/images/beta_rr_390_4t.png,386.0,46.0,42.0,145.0,20.0,890000.0,,165.0,9.0
38108277bcf44227b1a915baca6b98d6,Beta,Xtrainer 300 Enduro,xtrainer-300-enduro,ADVENTURE,/static/images/beta_xtrainer_300_enduro.png,293.0,42.0,40.0,135.0,22.0,790000.0,,165.0,8.5
2291f9c3c29f4ddd8dc436578236b287,Bmw Motorrad,CE02 eParkourer,ce02-eparkourer,ELECTRIC,/static/images/bmw_ce02_eparkourer.png,0.0,15.0,55.0,95.0,90.0,450000.0,,165.0,3.9
6ca496b39bd14a82acb898547f13727b,Bmw Motorrad,CE04 Electric,ce04-electric,ELECTRIC,/static/images/bmw_ce04_electric.png,0.0,42.0,62.0,120.0,130.0,1490000.0,,165.0,8.9
1cbbd4e924494f28916d627172449e8a,Bmw Motorrad,F900R,f900r,NAKED,/static/images/bmw_f900r.png,895.0,105.0,92.0,216.0,23.0,1080000.0,,165.0,13.0
037e65387e1c4c368bfa6f984ba20498,Bmw Motorrad,F900XR,f900xr,ADVENTURE,/static/images/bmw_f900xr.png,895.0,105.0,92.0,216.0,22.0,1250000.0,,165.0,15.5
21cf68de09a74a2eac1f0fa252ff2dc0,Bmw Motorrad,G310GS,g310gs,ADVENTURE,/static/images/bmw_g310gs.png,313.0,34.0,28.0,143.0,30.0,330000.0,,165.0,11.5
e1a3fa342bb445d4a82d15647dd24ea6,Bmw Motorrad,G310R,g310r,NAKED,/static/images/bmw_g310r.png,313.0,34.0,28.0,143.0,30.0,290000.0,,165.0,11.0
0f494871d59741eba6104b1a7df23acb,Bmw Motorrad,M1000RR,m1000rr,SPORT,/static/images/bmw_m1000rr.png,999.0,212.0,113.0,314.0,14.0,4900000.0,,165.0,16.5
e7ad5d862bf143faa01b87b0131a08d8,Bmw Motorrad,R1250GS Adventure,r1250gs-adventure,ADVENTURE,/static/images/bmw_r1250gs_adventure.png,1254.0,136.0,143.0,215.0,18.0,2250000.0,,165.0,30.0
84000c2dc31e46208c3db1b4e8de19c7,Bmw Motorrad,R1300GS,r1300gs,ADVENTURE,/static/images/bmw_r1300gs.png,1300.0,145.0,149.0,225.0,20.0,2095000.0,,165.0,19.0
37a321390b9747d39d5e60af059d2703,Bmw Motorrad,R18 Cruiser,r18-cruiser,CRUISER,/static/images/bmw_r18_cruiser.png,1802.0,91.0,158.0,180.0,18.0,1990000.0,,165.0,16.0
c1f9153b630d4559b3860f91451a622d,Bmw Motorrad,S1000RR,s1000rr,SPORT,/static/images/bmw_s1000rr.png,999.0,210.0,113.0,303.0,15.0,2075000.0,,165.0,16.5
446eb0fcc0cd49c2af42ec0fe578f455,Bmw Motorrad,S1000XR,s1000xr,ADVENTURE,/static/images/bmw_s1000xr.png,999.0,170.0,114.0,255.0,16.0,2210000.0,,165.0,20.0
b95e25517d0a48bf9a8cf3bf4ca41c6e,Brixton,Cromwell 1200,cromwell-1200,CRUISER,,1222.0,83.0,108.0,198.0,21.0,780000.0,,165.0,16.0
62fef77841364d6eab5a8f552e6e7fa9,Brixton,Crossfire 500 XC,crossfire-500-xc,SCRAMBLER,,486.0,47.0,43.0,160.0,24.0,490000.0,,165.0,13.5
cfff60c9940d4c20ad2eac2c65f243a6,Brixton,Felsberg 125 CX,felsberg-125-cx,SCRAMBLER,,125.0,11.0,9.7,100.0,48.0,210000.0,,165.0,11.5
ef4c771a690d4ce8aa1c0b1847ddd017,Bsa,Bantam 350 Concept,bantam-350-concept,CRUISER,,350.0,24.0,28.0,130.0,35.0,210000.0,,165.0,13.0
d18868676a4a4dada94fc8c5a79bf38a,Bsa,Gold Star 650,gold-star-650,CRUISER,,652.0,45.0,55.0,166.0,25.0,300000.0,,165.0,12.0
d65379892f95463993ab7a0ba6c6ee81,Bsa,Scrambler 650,scrambler-650,SCRAMBLER,,652.0,45.0,55.0,160.0,24.0,340000.0,,165.0,12.0
dcdcc4cb08334b5ba3004548cbbd4b1b,Cfmoto,300NK Naked,300nk-naked,NAKED,,292.0,28.0,25.0,140.0,30.0,230000.0,,165.0,12.5
3ecb9b4ba64c417bb505c61d3cef4273,Cfmoto,450SR Supersport,450sr-supersport,SPORT,,449.0,50.0,39.0,190.0,26.0,520000.0,,165.0,14.0
4a9012f08068446f95a47c075b06ff33,Cfmoto,650MT Tourer,650mt-tourer,TOURER,,649.0,56.0,56.0,180.0,22.0,550000.0,,165.0,18.0
d2917a177d3349a0a3fc97c083b8c031,Cfmoto,800NK Hyper Naked,800nk-hyper-naked,NAKED,,799.0,100.6,81.0,220.0,20.0,850000.0,,165.0,15.0
0002e4d770d44e618e1a3ec213c9ec9e,Ducati,DesertX Rally,desertx-rally,ADVENTURE,,937.0,110.0,92.0,210.0,18.0,2370000.0,,165.0,21.0
e24ae2f9d9ed4c689309a95378a549a3,Ducati,Diavel V4,diavel-v4,CRUISER,,1158.0,168.0,126.0,260.0,15.0,2591000.0,,165.0,20.0
345ac72889b74dddb2499e86ae1fe4a2,Ducati,Hypermotard 950 RVE,hypermotard-950-rve,SUPERMOTO,,937.0,114.0,96.0,220.0,18.0,1600000.0,,165.0,14.5
6d20933b58404fb7ae375f54bdbe26ab,Ducati,Monster SP,monster-sp,NAKED,,937.0,111.0,93.0,230.0,19.0,1595000.0,,165.0,14.0
64b989c16dc24d2d89135d1662fc3576,Ducati,Multistrada V4 S,multistrada-v4-s,ADVENTURE,,1158.0,170.0,125.0,250.0,16.0,2699000.0,,165.0,22.0
5a3ea0a3da1e475eb8afc54eb5a46ce3,Ducati,Panigale V2,panigale-v2,SPORT,,955.0,155.0,104.0,270.0,16.0,2068000.0,,165.0,17.0
b2e26a57a0b8483e9806e9566d33f6ea,Ducati,Panigale V4 S,panigale-v4-s,SPORT,,1103.0,215.5,123.6,300.0,13.0,3300000.0,,165.0,17.0
cb12307a8e3c46c297c82f295c52cc3f,Ducati,Scrambler Icon 2G,scrambler-icon-2g,SCRAMBLER,,803.0,73.0,65.2,195.0,21.0,1039000.0,,165.0,13.5
f2951d09f8a34ef491059da58187d9af,Ducati,Streetfighter V4 SP2,streetfighter-v4-sp2,NAKED,,1103.0,208.0,123.0,285.0,13.0,3550000.0,,165.0,16.0
5951e604673d4523856fca584be3f549,Ducati,SuperSport 950 S,supersport-950-s,SPORT,,937.0,110.0,93.0,240.0,18.0,1600000.0,,165.0,16.0
5c2174d820194f68967cfd5886c32fa7,Fantic,Caballero 500 Scrambler,caballero-500-scrambler,SCRAMBLER,,449.0,40.0,43.0,155.0,24.0,590000.0,,165.0,12.0
c719f13954774167b9d43169303e4f2e,Fantic,Imola 500 Concept,imola-500-concept,SPORT,,449.0,45.0,44.0,170.0,24.0,680000.0,,165.0,12.0
282f3794ecc240cab561c932cdf3a80b,Fantic,XEF 450 Rally,xef-450-rally,ADVENTURE,,449.0,53.0,48.0,165.0,18.0,1450000.0,,165.0,30.0
515a5deeaecd465eb6378f74d472bd6f,Gasgas,EC 300 2-Stroke,ec-300-2-stroke,DIRT,,293.0,54.0,48.0,140.0,20.0,850000.0,,165.0,8.5
f5adb243e54a46b99e1ce02a1d80a63f,Gasgas,ES 700 Enduro,es-700-enduro,ADVENTURE,,693.0,74.0,73.5,180.0,22.0,990000.0,,165.0,13.5
48449aecf2f8445a95c1cc414c66ea5d,Gasgas,SM 700 Supermoto,sm-700-supermoto,SUPERMOTO,,693.0,74.0,73.5,185.0,22.0,990000.0,,165.0,13.5
273a515b840f4093914b7a302a25fb3c,Harley Davidson,Breakout 117,breakout-117,CRUISER,,1923.0,102.0,168.0,180.0,16.0,3090000.0,,165.0,18.9
e896e2bbbfab4bb3b17bd75a7a51f562,Harley Davidson,CVO Street Glide,cvo-street-glide,TOURER,,1977.0,115.0,189.0,185.0,14.0,5400000.0,,165.0,22.7
2363d8087fa84ff3b6f6a3ac86f993ea,Harley Davidson,Fat Boy 114,fat-boy-114,CRUISER,,1868.0,94.0,155.0,175.0,16.0,2449000.0,,165.0,18.9
1bbbc6f97f184031946d7b364e82a67c,Harley Davidson,Heritage Classic 114,heritage-classic-114,CRUISER,,1868.0,94.0,155.0,170.0,16.0,2719000.0,,165.0,18.9
a4fa4d6d9df64a839a48a4918f27565c,Harley Davidson,Nightster Special,nightster-special,CRUISER,,975.0,89.0,95.0,180.0,21.0,1829000.0,,165.0,11.7
1dd2065a3ba34872b25effe266b685ad,Harley Davidson,Pan America 1250 Special,pan-america-1250-special,ADVENTURE,,1252.0,150.0,128.0,220.0,17.0,2464000.0,,165.0,21.2
6ef360d375ce45c7a6553aff90f992bc,Harley Davidson,Road Glide Limited,road-glide-limited,TOURER,,1868.0,93.0,158.0,175.0,15.0,4100000.0,,165.0,22.7
2781343c792d42d089cae0d62fd4530a,Harley Davidson,Sportster S,sportster-s,CRUISER,,1252.0,121.0,127.0,220.0,18.0,1879000.0,,165.0,11.8
ed7957b98a28415189e7bdccafd78654,Harley Davidson,Street Glide Special,street-glide-special,TOURER,,1868.0,93.0,158.0,175.0,15.0,3749000.0,,165.0,22.7
235543542e9f4ab6b2e35385b29b4bb3,Harley Davidson,X440 Roadster,x440-roadster,NAKED,,440.0,27.0,38.0,135.0,35.0,239000.0,,165.0,13.5
7ddb5ce35ba34088b30a0040bf5dd7e4,Hero,Glamour XTEC,glamour-xtec,COMMUTER,,124.0,10.7,10.6,95.0,55.0,87000.0,,165.0,10.0
585f5e42e4404b43a9cdbd5cf273d27e,Hero,HF Deluxe i3S,hf-deluxe-i3s,COMMUTER,,97.0,8.02,8.05,87.0,65.0,68000.0,,165.0,9.6
9fce13efc5b94cd3838093e07e085ad5,Hero,Karizma XMR 210,karizma-xmr-210,SPORT,,210.0,25.5,20.4,143.0,35.0,180000.0,,165.0,11.0
d534a7960fc4410586d705991778e7d5,Hero,Mavrick 440,mavrick-440,NAKED,,440.0,27.0,36.0,140.0,30.0,199000.0,,165.0,13.5
20ce42d036814059ba157fe7bf203703,Hero,Passion Plus,passion-plus,COMMUTER,,97.0,8.02,8.05,87.0,60.0,78000.0,,165.0,11.0
86dace442c1e4619b6f0c8c233039e5f,Hero,Splendor Plus XTEC,splendor-plus-xtec,COMMUTER,,97.0,8.02,8.05,87.0,65.0,79000.0,,165.0,9.8
ee5fa60b34f44011ad34327cd20ad8be,Hero,Super Splendor XTEC,super-splendor-xtec,COMMUTER,,124.0,10.7,10.6,95.0,55.0,85000.0,,165.0,12.0
e7efa3619f3044bfa33a5eb39cd9e582,Hero,Vida V1 Pro EV,vida-v1-pro-ev,ELECTRIC,,0.0,8.0,25.0,80.0,110.0,126000.0,,165.0,3.9
740910d634b849bd8f532ab504d952e4,Hero,Xpulse 200 4V,xpulse-200-4v,ADVENTURE,,199.0,19.1,17.35,125.0,38.0,147000.0,,165.0,13.0
b7ca8399fcd940e3a9742324f6c2bed3,Hero,Xtreme 125R,xtreme-125r,NAKED,,124.0,11.4,10.5,105.0,50.0,95000.0,,165.0,10.0
35172cc4390e4d87b940bbb7e75b384f,Hero,Xtreme 160R 4V,xtreme-160r-4v,NAKED,,163.0,16.9,14.6,120.0,45.0,127000.0,,165.0,12.0
7250627dd583499386a0eedb00c1f83a,Hero,Xtreme 200S 4V,xtreme-200s-4v,SPORT,,199.0,19.1,17.35,130.0,38.0,141000.0,,165.0,12.8
cf50026745bc4791978a389bdbb4fe1a,Honda,Activa 6G,activa-6g,SCOOTER,,109.0,7.8,8.8,85.0,50.0,78000.0,,165.0,5.3
9aac105f82f84e54a7fba30e986cb61f,Honda,Africa Twin,africa-twin,ADVENTURE,,1084.0,101.0,105.0,200.0,18.0,1600000.0,,165.0,24.8
4a67209a301e4c84ae30efb7e1278240,Honda,CB300R,cb300r,NAKED,,286.0,30.7,27.5,150.0,30.0,277000.0,,165.0,9.7
feb7d6cc086941b2af56fefc1240dd5d,Honda,CB350,cb350,CRUISER,,348.0,20.7,30.0,130.0,35.0,210000.0,,165.0,15.0
db7c119cccd54fc29eee619f64e1c288,Honda,CBR1000RR-R,cbr1000rr-r,SPORT,,999.0,214.0,113.0,299.0,12.0,2350000.0,,165.0,16.1
e4d686003578484bb9a073667df9c93e,Honda,CBR650R,cbr650r,SPORT,/static/images/honda_cbr_650r.png,649.0,87.0,57.5,230.0,20.0,935000.0,,165.0,15.4
a051a1a54a904a8189b9ba0617643a9e,Honda,CL500 Scrambler,cl500-scrambler,SCRAMBLER,,471.0,46.0,43.4,155.0,25.0,510000.0,,165.0,12.0
f534cec475e6459d8639db6c5708c624,Honda,Gold Wing,gold-wing,TOURER,,1833.0,125.0,170.0,210.0,14.0,3980000.0,,165.0,21.1
cc1d15104988487d984f1c26f61a4be8,Honda,Hness CB350,hness-cb350,CRUISER,,348.0,20.7,30.0,130.0,35.0,215000.0,,165.0,15.0
e1c87b3197bf47e0b071dcecf8b78a30,Honda,Hornet 2.0,hornet-2.0,NAKED,,184.0,17.0,16.1,122.0,40.0,139000.0,,165.0,12.0
052b5cf83f3043d38074a4062dfc0891,Honda,Rebel 500,rebel-500,CRUISER,,471.0,46.9,43.3,160.0,26.0,480000.0,,165.0,11.2
52274384a8534e2a84535bfb4cbf0d2f,Honda,SP160,sp160,COMMUTER,,162.0,13.3,14.6,115.0,45.0,118000.0,,165.0,12.0
9e4af412f3d04ae892dc949856013fbf,Honda,Shine 125,shine-125,COMMUTER,,124.0,10.6,11.0,102.0,55.0,80000.0,,165.0,10.5
776fc2835a2d4c9ab52788b2cbbdec3f,Honda,Transalp 750,transalp-750,ADVENTURE,,755.0,91.0,75.0,205.0,22.0,1100000.0,,165.0,16.9
2ba3744ea79f4ece9d073730ae76f043,Honda,Unicorn,unicorn,COMMUTER,,162.0,12.7,14.0,110.0,50.0,110000.0,,165.0,13.0
05b857aebb8a4fe0b5b9e91bf06d0aba,Husqvarna,Norden 901 Expedition,norden-901-expedition,ADVENTURE,,889.0,105.0,100.0,200.0,20.0,1450000.0,,165.0,19.0
ebffdff15186414798ce5a60a6aa9ea7,Husqvarna,Svartpilen 250,svartpilen-250,SCRAMBLER,,249.0,31.0,24.0,145.0,30.0,225000.0,,165.0,9.5
4139350e451546baa8904dc0d6c33856,Husqvarna,Svartpilen 401,svartpilen-401,SCRAMBLER,,399.0,45.0,39.0,165.0,26.0,292000.0,,165.0,13.0
f1020241887f4064b96a63540e7929f5,Husqvarna,Vitpilen 250,vitpilen-250,NAKED,,249.0,31.0,24.0,145.0,30.0,224000.0,,165.0,9.5
0dad0ee949824c1e8eb79f55db954778,Hyosung,GT250R Comet,gt250r-comet,SPORT,,249.0,28.0,22.0,155.0,32.0,290000.0,,165.0,17.0
02779f5d3cc246cba046c73c4831e0a4,Hyosung,GT650R Super,gt650r-super,SPORT,,647.0,73.0,60.9,210.0,22.0,480000.0,,165.0,17.0
b91479f495f94b3a996c641c9668bd8e,Hyosung,GV250 Aquila,gv250-aquila,CRUISER,,249.0,26.2,21.0,135.0,35.0,275000.0,,165.0,14.0
1b708876557b4a2db6d571f4e7e4cead,Hyosung,GV650 Aquila Pro,gv650-aquila-pro,CRUISER,,647.0,74.0,62.1,195.0,20.0,550000.0,,165.0,16.0
41c66eb5bcd447389d204f46180faad9,Jawa,Jawa 350 Classic,jawa-350-classic,CRUISER,,334.0,22.5,28.1,125.0,32.0,214000.0,,165.0,13.2
ae2a42c2f0b246f2b878f000b1111bd6,Jawa,Jawa 354 Vintage,jawa-354-vintage,CRUISER,,343.0,22.5,25.0,125.0,30.0,195000.0,,165.0,14.0
0c06572d4fe14caf80e682c8f0d83a0e,Jawa,Jawa 42 Bobber,jawa-42-bobber,CRUISER,,334.0,30.6,32.7,135.0,30.0,215000.0,,165.0,12.5
76ccefadd3af4a75a320d6bf9779ee5c,Jawa,Jawa Perak,jawa-perak,CRUISER,,334.0,30.6,32.7,135.0,30.0,213000.0,,165.0,14.0
136af229853b45acacb8496054b99708,Kawasaki,Eliminator 450,eliminator-450,CRUISER,,451.0,45.0,42.6,160.0,25.0,562000.0,,165.0,13.0
ac2e5a1c59cd47bfb8a67c45133a656c,Kawasaki,Ninja 300,ninja-300,SPORT,,296.0,39.0,26.1,160.0,26.0,343000.0,,165.0,17.0
370fef392c1246d7a6353fb2fc231573,Kawasaki,Ninja 500,ninja-500,SPORT,,451.0,45.0,42.6,190.0,24.0,524000.0,,165.0,14.0
33198570bb46422fbdeaa424036baf19,Kawasaki,Ninja 650,ninja-650,SPORT,,649.0,68.0,64.0,210.0,21.0,712000.0,,165.0,15.0
26cc1b5cb017441b9c26967ea384b5a3,Kawasaki,Ninja ZX-10R,ninja-zx-10r,SPORT,,998.0,203.0,114.9,299.0,12.0,1679000.0,,165.0,17.0
5a6aac6022e7429aaedb25d0fac0d83f,Kawasaki,Ninja ZX-4R,ninja-zx-4r,SPORT,,399.0,77.0,39.0,240.0,20.0,849000.0,,165.0,15.0
efd4e189f87648b99e2095d328c7a877,Kawasaki,Ninja ZX-6R,ninja-zx-6r,SPORT,,636.0,124.0,69.0,260.0,16.0,1120000.0,,165.0,17.0
2d0dc2c38466496caa581fe8f507a4c1,Kawasaki,Versys 1000,versys-1000,ADVENTURE,,1043.0,120.0,102.0,230.0,16.0,1230000.0,,165.0,21.0
3c248abd952c4f73a9280e623f0588bc,Kawasaki,Versys 650,versys-650,ADVENTURE,,649.0,67.0,61.0,200.0,20.0,777000.0,,165.0,21.0
da8a67bd659d48f99a8b4c9dbe9daabb,Kawasaki,W800 Retro,w800-retro,CRUISER,,773.0,52.0,62.9,170.0,22.0,733000.0,,165.0,15.0
d101383e074a407a8a6ba85c4f65760a,Kawasaki,Z650 Sugomi,z650-sugomi,NAKED,,649.0,68.0,64.0,200.0,21.0,659000.0,,165.0,15.0
d19648c1954d4484afed39cdeb374f44,Kawasaki,Z900 Supernaked,z900-supernaked,NAKED,,948.0,125.0,98.6,240.0,17.0,938000.0,,165.0,17.0
19d1fb5f0b5e4a9a95320f2190f57075,Keeway,K300 R Sport,k300-r-sport,SPORT,,292.0,27.5,25.0,140.0,30.0,265000.0,,165.0,12.0
fd1a3c32b5e245028f56edf92b5e580e,Keeway,Sixties 300i Retro,sixties-300i-retro,SCOOTER,,278.0,18.7,22.0,120.0,30.0,299000.0,,165.0,10.0
c44dd8fad2894c2bbcd6f4d2e031bed0,Keeway,V302C V-Twin Cruiser,v302c-v-twin-cruiser,CRUISER,,298.0,29.5,26.5,130.0,32.0,389000.0,,165.0,15.0
d570a3a0ee894cca893a413e7720568f,Ktm,1290 Super Duke R,1290-super-duke-r,NAKED,,1301.0,180.0,140.0,290.0,14.0,1950000.0,,165.0,16.0
90373fec96fb4ddbb67f497cabb2a649,Ktm,450 Rally Replica,450-rally-replica,ADVENTURE,,449.0,63.0,52.0,170.0,15.0,1800000.0,,165.0,33.0
a8e1573534384fc49039fe2017074a1b,Ktm,690 SMC R,690-smc-r,SUPERMOTO,,693.0,74.0,73.5,185.0,22.0,950000.0,,165.0,13.5
371d345e7aa84304b11b8d694b23cd25,Ktm,890 Adventure R,890-adventure-r,ADVENTURE,,889.0,105.0,100.0,200.0,19.0,1250000.0,,165.0,20.0
f7371bbb16e34e27ae230fa7931f3170,Ktm,Adventure 250,adventure-250,ADVENTURE,,248.0,30.0,24.0,138.0,32.0,246000.0,,165.0,14.5
bc0590ff3777410e88e25fffa0e0851d,Ktm,Adventure 390,adventure-390,ADVENTURE,,373.0,43.5,37.0,155.0,27.0,338000.0,,165.0,14.5
1fe52ad2ef904986a65d58cb798d0dd0,Ktm,Duke 125,duke-125,NAKED,/static/images/ktm_duke_125_bike.png,124.0,14.5,12.0,120.0,40.0,179000.0,,165.0,13.4
3011892aed654a0d85390709c01292f4,Ktm,Duke 200,duke-200,NAKED,/static/images/ktm_duke_200_bike.png,199.0,25.0,19.3,140.0,35.0,196000.0,,165.0,13.4
07eed25b049c40c2acad727b96645408,Ktm,Duke 250,duke-250,NAKED,/static/images/ktm_duke_250_bike.png,249.0,31.0,25.0,148.0,30.0,239000.0,,165.0,15.0
4745af9631234672bf62c6e35db2c3b8,Ktm,Duke 390,duke-390,NAKED,/static/images/ktm_duke_390.png,399.0,46.0,39.0,167.0,25.0,311000.0,,165.0,15.0
c5017593761c479b8e4d2db5f117cad3,Ktm,RC 200,rc-200,SPORT,,199.0,25.0,19.2,142.0,35.0,217000.0,,165.0,13.7
eb8855135d344c738c233b378d906926,Ktm,RC 390,rc-390,SPORT,/static/images/ktm_rc_390_bike.png,373.0,43.5,37.0,170.0,26.0,318000.0,,165.0,13.7
54d883229eef450d971b6693c22af2d4,Kymco,AK 550 Premium,ak-550-premium,NAKED,,550.0,53.0,55.0,165.0,22.0,750000.0,,165.0,15.0
2d20c3333bdc462fb8a6f655ffc0c1fb,Kymco,Downtown 350i,downtown-350i,NAKED,,321.0,28.3,30.0,140.0,26.0,450000.0,,165.0,12.5
114f4a88d2ac488392b78aa07a16868c,Kymco,Like 125 EV,like-125-ev,NAKED,,0.0,4.3,12.0,75.0,80.0,180000.0,,165.0,2.0
295567a8528f4a158ef25af15998be79,Mash,Desert Force 400,desert-force-400,SCRAMBLER,,397.0,27.0,30.0,130.0,32.0,320000.0,,165.0,13.0
2e1443889ea34aeb8b99490da6c6c954,Mash,Fifty 50cc,fifty-50cc,NAKED,,49.0,3.2,3.0,65.0,55.0,140000.0,,165.0,11.0
